0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
1.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
2.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
3.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
4.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 	0.000000 
5.000000 	0.184755 	0.382133 	2.493219 	-1.652432 	2.135418 	5.050336 	-5.612562 	4.427806 	-3.902953 	3.705645 	-0.749006 	-1.172183 	0.824883 	1.773496 	-0.427171 	1.358154 	0.487730 	3.749245 	0.375241 	0.750035 	-0.431291 	2.162578 	0.471532 	1.592205 	-5.854745 	-0.519448 	0.029078 	-2.572175 	4.421773 	2.175261 	-2.967161 	3.531760 	4.125837 	2.532486 	2.447726 	-3.812308 	-5.454903 	2.570730 	-0.658669 	4.791240 	4.452132 	5.848291 	-1.562722 	-1.710355 	2.520462 	-0.232897 	-2.752872 	9.602302 	6.096712 	-1.757259 	-3.056594 	0.482004 	-1.766842 	-0.173561 	1.078081 	-3.490958 	-0.956082 	-3.445616 	-8.269568 	-0.386341 	-3.271580 	5.294833 	0.347500 	-6.191317 
6.000000 	0.121161 	0.556484 	2.525131 	-1.543501 	2.020302 	5.142955 	-5.612754 	4.533225 	-3.729580 	3.602172 	-0.777629 	-1.148723 	0.940942 	1.664575 	-0.433067 	1.407925 	0.397994 	3.642177 	0.465480 	0.769408 	-0.296944 	2.096348 	0.431659 	1.700171 	-5.868377 	-0.465508 	0.005962 	-2.505919 	4.399172 	2.191113 	-2.996573 	3.409282 	4.139851 	2.612151 	2.426474 	-3.739493 	-5.456091 	2.723189 	-0.651778 	4.712954 	4.543432 	5.699573 	-1.488536 	-1.819674 	2.536882 	-0.317910 	-2.811333 	9.749245 	6.118546 	-1.756847 	-3.221541 	0.668405 	-1.802642 	-0.318426 	1.045020 	-3.650563 	-1.020847 	-3.349360 	-8.257033 	-0.622786 	-3.234530 	5.353365 	0.325645 	-6.213550 
7.000000 	0.606392 	-0.665494 	2.191830 	-1.903055 	2.251442 	5.733404 	-6.073134 	4.825317 	-3.420153 	3.317323 	-0.991382 	-1.815369 	0.682443 	2.743808 	-0.586435 	1.752120 	0.535006 	3.226093 	0.034021 	1.253477 	-0.510043 	2.173371 	0.878530 	1.301777 	-5.287728 	-0.536347 	0.215694 	-2.358813 	4.330668 	2.512551 	-3.119747 	3.555067 	4.667192 	3.491647 	2.019424 	-4.320953 	-5.457394 	3.949594 	0.334386 	4.879919 	5.469223 	5.776865 	-1.222993 	-3.027710 	2.683572 	0.191388 	-3.887067 	9.223993 	5.859837 	-2.452577 	-2.239301 	0.222606 	-1.608703 	-0.159557 	1.678084 	-4.556506 	-0.587006 	-3.601549 	-7.203865 	-1.828943 	-3.902133 	5.365033 	0.242213 	-6.331494 
8.000000 	0.689354 	-1.588536 	1.958060 	-2.052399 	2.967427 	5.161489 	-5.024700 	4.999101 	-4.366857 	3.542020 	-0.794785 	-2.278612 	-0.383313 	2.754561 	-0.050932 	1.445578 	-0.313200 	3.785226 	0.130441 	1.234223 	0.696913 	1.599726 	1.137412 	0.900468 	-5.608068 	-0.636176 	0.248218 	-2.343154 	5.016736 	2.215586 	-2.940979 	3.316946 	4.922168 	3.602228 	1.747500 	-4.145300 	-4.901201 	3.198227 	0.932281 	5.187385 	5.626126 	6.036348 	-1.576501 	-3.088832 	2.960864 	1.616781 	-5.072955 	9.875139 	5.784187 	-2.199903 	-1.661192 	-0.106054 	-2.226668 	-0.057444 	0.949545 	-3.691023 	-0.145110 	-3.976962 	-6.565386 	-1.887831 	-3.299876 	5.403573 	0.000309 	-6.536948 
9.000000 	0.593065 	-1.595681 	1.901661 	-2.061537 	2.873751 	5.135193 	-4.964619 	5.035066 	-4.387039 	3.366342 	-0.951675 	-2.412514 	-0.444232 	2.886478 	-0.085504 	1.423303 	-0.405195 	3.777356 	0.148127 	1.222258 	0.765240 	1.615988 	1.187308 	0.928989 	-5.600044 	-0.695803 	0.303103 	-2.272445 	5.183665 	2.245700 	-3.014688 	3.311362 	4.938635 	3.700982 	1.687659 	-4.162208 	-4.831276 	3.093513 	0.878138 	5.218243 	5.483579 	5.981500 	-1.638375 	-3.095071 	3.050526 	1.687013 	-5.034580 	9.969944 	5.810403 	-2.191712 	-1.555812 	-0.046359 	-2.298685 	-0.060767 	0.969778 	-3.625765 	-0.143847 	-3.931170 	-6.458547 	-1.903813 	-3.338418 	5.466458 	-0.030595 	-6.502999 
